nom,comment,pays,niveau,cout
"Nouilles chinoises au wok, oignons, dinde et champignons de Paris",Facile bon  mais un peu sec au final... Il manque un truc ...,chine,Facile,1.95
"Nouilles chinoises au wok, oignons, dinde et champignons de Paris","J'ai diminué la quantité de pâtes et de dinde. Le plat est simple, bon, mais il manque quelque chose.",chine,Facile,1.95
"Nouilles chinoises au wok, oignons, dinde et champignons de Paris","Bon plat, simple mais bon a refaire ",chine,Facile,1.95
Nouilles chinoises aux crevettes et au poulet,"sans poulet pour moi, je mets  pas forcément du ""suzi wan""   ",chine,Facile,3.85
Nouilles chinoises aux crevettes et au poulet,super bon et facile à faire,chine,Facile,3.85
Nouilles chinoises aux crevettes et au poulet,"j'ai fait 3 fois cette recette et la je n'ai pas pris de pot de légumes shop suey ,j'ai pris des légumes frais pour faire le shop suey (poivrons rouge et vert +champignons noir et pousse de soja frais) , le gout été plus relevé : ",chine,Facile,3.85
Nouilles chinoises aux crevettes et au poulet,Un vrai délice - Recette très facile à faire !Se rapproche beaucoup des nouilles chinoises des restaurants !,chine,Facile,3.85
Nouilles chinoises aux crevettes et au poulet,J'ai vraiment tres envie de realiser cette recette mais je n'arrive pas a trouver certains ingredients Suzi Wan. Pouurriez vous me dire dans quels magasins je pourrai les trouver ?,chine,Facile,3.85
Nouilles chinoises et crevettes au Cookeo,"Facile, rapide et délicieux, ça vaut cinq ""miam"" sur mon échelle personnelle :-)",chine,Facile,2.9
Nouilles chinoises et crevettes sautées à l'ail et coriandre,"Très bonne recette, mis poireaux également à la place des pouces de soja et ça va très bien, ne pas hésiter à faire une bonne quantité de marinade pour la retrouver ensuite dans les nouilles,recette que je referai volontiers ",chine,Facile,2.7
Nouilles chinoises et crevettes sautées à l'ail et coriandre,Très bonne recette express ! j'ai mis un blanc de poireau à la place des pousses de soja.,chine,Facile,2.7
Porc au caramel (Thit kho),"C'était très bon, quoi qu'à la dernière minute je me sois retrouvée sans ail. Très simple et gouteux.",chine,Facile,1.98
Porc au caramel (Thit kho),"Délicieux!! Je n'avais pas de caramel, j'ai mis du miel et j'ai rajouté des champignons de paris ... Une vraie merveille!! ",chine,Facile,1.98
Porc au caramel (Thit kho),"cette recette est un vrai delice, facile de surcroit.  ",chine,Facile,1.98
Porc au caramel (Thit kho),"bonjour, c'est bien du nuoc man qui faut mettre dans le porc au caramel. Ceci me semble bizarre, ça a une odeur de poisson. Qui pourrait me dire si c'est bien celui-ci qu'il faut mettre ?",chine,Facile,1.98
Porc au caramel (Thit kho),oui c'est bien du nuoc mam. ce condiment est dans presque tous les plats vietnamiem. L'odeur est parfois forte voire tres forte si on arrive a en trouver du vrai (pas du suzi wan en tout cas) mais la saveur est très subtile.,chine,Facile,1.98
Porc au caramel (Thit kho),je voulais s'avoir si la sauce nuoc mam est bien a base d'extrait de poisson car pour faire le porc au caramel ils disent d'ajouter sa aussi pour la recette sa me semble bizzard si quelqun peu me r&#233;pondre merci,chine,Facile,1.98
Porc au caramel (Thit kho),la sauce nuoc mam est bien a base de poissons et aussi de crustacés,chine,Facile,1.98
Porc au caramel (Thit kho),"J'ai fais la recette avec du poulet et j'ai mis un peu plus de caramel. Un délice et facile, accompagné d'un riz cantonnais",chine,Facile,1.98
Porc au caramel (Thit kho),"C'est Vietnamien et pas du tout chinois...c'est le plat national du pauvre au Vietnam. On peut d'ailleurs remplacer la viande de porc par du poisson ou du poulet. 
Petite astuce...ne mettez pas du sel...le nuoc mam suffit largement.",chine,Facile,1.98
Porc au caramel (Thit kho),"Moi, je fais un riz cantonnais pour accompagner, c'est super !",chine,Facile,1.98
Porc au caramel (Thit kho),"Très bon et facile ! Peut-on le faire avec du sucre au lieu du miel ? J'ajoute des courgettes, c'est délicieux.",chine,Facile,1.98
Porc au caramel (Thit kho),Très bon !,chine,Facile,1.98
Porc au caramel (Thit kho),Un vrai plaisir pour les papilles !!!,chine,Facile,1.98
Porc au caramel (Thit kho),"Vous pouvez également ajouter en début de cuisson une petite boîte de ""pousses de bambou"" et 4 oeufs durs.",chine,Facile,1.98
Porc au caramel (Thit kho),"Mettez 2 c. à soupe de confiture d'orange amère, ça donnera une saveur un peu acidulée, très agréable.",chine,Facile,1.98
Porc au caramel (Thit kho),C'est tout simplement délicieux accompagné de riz nature...,chine,Facile,1.98
Porc au caramel (Thit kho),Hummm... J'en ai l'eau à la bouche et vais vite le faire. Merci pour ces merveilleuses recettes !,chine,Facile,1.98
Porc au caramel (Thit kho),"Encore une filiation incorrecte. Le thit kho est pratiquement LE plat national vietnamien et pas du tout chinois !!!!. D'ailleurs il s'accompagne très bien de germes de soja crus qu'on trempe dans la sauce du plat (qu'on sert bien en sauce ou plus sec, selon les goûts). Ce plat n'existe pas dans les restaurants chinois et qu'on ne confondra pas avec le porc au caramélisé chinois. Bon appétit ...",chine,Facile,1.98
Porc au caramel (Thit kho),J adooooooooooooooooooooooooooooooooooore ce plat MERCI BCP d avoir envoyé la recette.,chine,Facile,1.98
Porc au caramel (Thit kho),On peut aussi faire cette recette avec du poulet si on n'aime pas le porc (comme moi). La coriandre fraiche est super !,chine,Facile,1.98
Porc au caramel (Thit kho),"La recette (excellente), et son nom (thit kho) sont vietnamiens, tout comme le nuoc mam que les Chinois n'utilisent pas.  ",chine,Facile,1.98
Porc au caramel (Thit kho),"Un plat génial qu'on peut préparer entre amis et en prenant l'apero... Pour le riz préférez le thai au basmati, et dans la marinade, vous pouvez ajouter des carottes en rondelles et des pousses de bambou. C'est un vrai délice !!",chine,Facile,1.98
Poulet à la chinoise,C'est tres bon,chine,Facile,2.87
Poulet à la chinoise,J'ai rajouté des petits bâtonnets de carotte et quelques lamelles de champignons noirs parfumés : un véritable délice !,chine,Facile,2.87
Poulet à la chinoise,"Rien à dire, c'était super bon, nous aimons la cuisine asiatique.",chine,Facile,2.87
Poulet à la chinoise,Hummm... Je me suis bien régalée la recette était délicieuse.,chine,Facile,2.87
Poulet à la chinoise,"Recette plus ou moins délicieuse. Mais il y a pas une homogénité au niveau des ingrédients proposés. Suggestion : au lieu de mettre les germes de soja on remplace avec de l'origan, c'est mieux.",chine,Facile,2.87
Ravioles à la chinoise,Très bonne recette :) Un vrai délice!,chine,Facile,1.65
Ravioles à la chinoise,"Et  la suite de la recette? a part le boeuf, les autres ingrediens sont pour la sauce d'accompagnemlent?",chine,Facile,1.65
Ravioles à la chinoise,"svp pourriez vous etre plus detaillee,j'aimerais l'essayer.Merci",chine,Facile,1.65
Ravioles à la chinoise,et pour la cuisson,chine,Facile,1.65
Ravioli Chinois aux crevettes,"Pâte catastrophique! Elle  se casse et ne s'étale absolument pas, et inutile de penser la passer au laminoir, elle tombe en morceaux. A la cuisson, elle reste extrêmement ferme et visuellement rien à voir avec les raviolis vapeurs si appétissants des restaurants asiatiques. En revanche la farce est à tomber par terre :-p . Du coup j'ai pris des feuilles de riz pour nems en guise de pâte à ravioles et j'ai cuit le tout à la vapeur.",chine,Intermédiaire,2.9
Riz cantonnais,"J'ai essayé cette recette la semaine dernière, et c'était délicieux ! J'ai adoré l'ajout des petits pois et des dés de jambon, ça donnait un goût savoureux au riz. Je recommande de bien suivre les instructions et d'utiliser de l'huile de sésame pour rehausser la saveur. Un plat facile à préparer et idéal pour un repas en famille !",chine,Facile,0.98
Riz cantonnais,Bonjour ! Je cherche le moyen de partager cette recette sur Facebook. J'ai essayé sans succès...,chine,Facile,0.98
Riz cantonnais,J'ai trouvé !! Désolée pour le dérangement !!,chine,Facile,0.98
Riz cantonnais,Merci pour cette excellente recette de riz cantonnais! J'ai suivi les instructions à la lettre et le résultat était délicieux. L'association de la sauce soja et de l'huile de sésame est parfaite. Je recommande!,chine,Facile,0.98
Riz cantonnais,Je cherchais depuis longtemps une recette simple et savoureuse de riz cantonnais et je l'ai enfin trouvée! Les dés de jambon et les petits pois apportent une belle texture et la sauce soja avant la fin de cuisson permet d'ajouter beaucoup de saveur. Merci pour cette recette délicieuse!,chine,Facile,0.98
Riz cantonnais,"Super recette, facile à suivre avec des ingrédients simples. J'ai adoré le mélange des saveurs, surtout grâce à la sauce soja et l'huile de sésame. Les dés de jambon sont un ajout génial qui complètent vraiment le plat.",chine,Facile,0.98
Riz cantonnais,"Cette recette est un vrai délice ! J'ai adoré la combinaison du jambon, des petits pois et des œufs avec le riz. Les oignons nouveaux et la ciboulette ajoutent une touche de fraîcheur. La sauce soja et l'huile de sésame donnent une saveur incroyable. Je recommande vivement cette recette !",chine,Facile,0.98
Riz cantonnais,Ce plat est délicieux et facile à préparer. J'ai ajouté des crevettes pour plus de saveurs. Merci pour la recette!,chine,Facile,0.98
Riz cantonnais,Simple et bon!,chine,Facile,0.98
Rouleaux de printemps minutes,mmmmmmmmmmmmmmmdélicieux,chine,Intermédiaire,1.97
Rouleaux de printemps minutes,"Délicieux mais je pense qu avec une feuille laitue, ça serait plus croquant! Feuille de laitue + les autres ingrédients! ",chine,Intermédiaire,1.97
Rouleaux de printemps minutes,très bonne recette,chine,Intermédiaire,1.97
Rouleaux de printemps minutes,Même avis: très bon mais j'ai l'impression qu'il manque un ingrédient.,chine,Intermédiaire,1.97
Rouleaux de printemps minutes,"Délicieux, pour ma part j’enlèverai la coriandre la prochaine fois et je mettrai peut être des cacahuètes comme le suggère Dominique",chine,Intermédiaire,1.97
Rouleaux de printemps minutes,"Sandra, des amendes préalablement trempées 3 h minimum avant, elles seront toujours croquantes, avec plus de minéraux vitamines comme les graines germées, les amandes étant surtout riches en magnésium et calcium. Les fruits à coques grillées salées perdent toutes leurs valeurs nutritives, mais nous apportent toujours autant de graisse. ",chine,Intermédiaire,1.97
Rouleaux de printemps minutes,"J'écrase une petite poignée de cacahuètes salées, grillées que je parsème sur mes rouleaux avant de le refermer.",chine,Intermédiaire,1.97
Rouleaux de printemps minutes,"Originale recette, idéale pour l'été",chine,Intermédiaire,1.97
Rouleaux de printemps minutes,Assez bonne recette!,chine,Intermédiaire,1.97
Rouleaux de printemps minutes,"Il manque la viande (en général du filet de poulet découpé en lamelles), ainsi que la grosse feuille de laitue que l'on pose sur la galette de riz et sur laquelle on met tous les ingrédients sauf les crevettes que l'on pose juste avant de terminer le rouleau. De plus il vaut mieux prendre des galettes d'au moins 25 cm car avec celles de 15 cm le rouleau doit être bien petit.",chine,Intermédiaire,1.97
Rouleaux de printemps minutes,"Il manque la viande (en g&#233;n&#233;ral du filet de poulet d&#233;coup&#233; en lamelles), ainsi que la grosse feuille de laitue que l'on pose sur la galette de riz et sur laquelle on met tous les ingr&#233;dients sauf les crevettes que l'on pose juste avant de terminer le rouleau. De plus il vaut mieux prendre des galettes d'au moins 25 cm car avec celles de 15 cm le rouleau doit &#234;tre bien petit.",chine,Intermédiaire,1.97
Rouleaux de printemps minutes,"Pas très Japonais, mais c'est plutôt vietnamien !",chine,Intermédiaire,1.97
Rouleaux de printemps minutes,Encore à faire !,chine,Intermédiaire,1.97
Rouleaux de printemps minutes,Simplement un commentaire sur la sauce : je connais cette recette mais servie avec une sauce aux cacahuètes...excellent !,chine,Intermédiaire,1.97
Rouleaux de printemps minutes,Très facile et très bon !,chine,Intermédiaire,1.97
Rouleaux de printemps minutes,Excellente et approuvée par mon amie thai !,chine,Intermédiaire,1.97
Rouleaux de printemps minutes,Très belle recette ! Merci.,chine,Intermédiaire,1.97
Rouleaux de printemps minutes,Succulent... tous mes compliments ! Marim.,chine,Intermédiaire,1.97
Rouleaux de printemps minutes,"N'oubliez pas de mettre une feuille de salade sur la galette avant tout ingrédient surtout les pousses de soja, sinon votre rouleau risque de casser.",chine,Intermédiaire,1.97
Rouleaux de printemps minutes,Pas encore faite,chine,Intermédiaire,1.97
Rouleaux de printemps minutes,"C'est une version, mais trempez les galettes de riz à l'eau froide et préférez les vermicelles de riz à celles de soja. Bon appétit ! Kylinshu",chine,Intermédiaire,1.97
Salade chinoise simple,"En effet ça a l'air bon, la salade en elle même n'est pas mauvaise, mais la sauce... Une horreur ! Le soja est trop présent, le goût était vraiment trop fort presque immangeable à mon goût. À refaire mais avec une sauce plus sucrée.",chine,Facile,1.93
Salade chinoise simple,Ça a l'air super bon ! ,chine,Facile,1.93
Soupe aux raviolis chinois,bonjour quand vous dites crevettes décortiqué ce sont des roses ou cru? merci,chine,Facile,2.14
Soupe aux raviolis chinois,Merci de me communiquer la recette pour faire les carrés de pâtes à raviolis avec la farine de riz.,chine,Facile,2.14
Soupe aux raviolis chinois,"Pour les carrés de pâtes, vous trouvez dans les épiceries asiatiques des paquets de feuilles de pâtes toutes prêtes,  très pratique.",chine,Facile,2.14
Soupe aux raviolis chinois,Il faut mettre un peu plus de crevettes pour un peu plus de goût. On peut aussi les accompagner d'une sauce au vinaigre.,chine,Facile,2.14
Soupe aux raviolis chinois,"Pour la pâte aux oeufs, il s'agit de pâte à nouille ou à lasagne : 300 g de farine, 2 ou 3 oeufs, une pincée de sel et un peu d'eau. Bien mélanger le tout pour obtenir une pâte bien homogène et étendre au rouleau ou utiliser une machine à pâtes comme en Italie.",chine,Facile,2.14
Soupe aux raviolis chinois,Je suis déçue car ce n'est pas du tout la recette de la soupe raviolis que l'on mange dans les restaurants. Une recette à l'occidentale !!!!! ,chine,Facile,2.14
Soupe aux raviolis chinois,Je voudrais réaliser cette recette mais comment faire pour la pâte aux oeufs. Merci pour votre réponse.,chine,Facile,2.14
Soupe chinoise de vermicelles au poulet et aux crevettes,"Et la salade, on la met où ? Au moment de servir ? ",chine,Facile,3.5
Vermicelles chinois au boeuf,Excellent ! Pour les habitués aux cuisines exotiques. J'ai utilisé des lamelles de roti de boeuf pour plus de saveur,chine,Facile,1.86
Vermicelles chinois au boeuf,"C'est bon, on peut remplacer les courgettes rappées, par des carottes rappées et du chou coupé en lamelles très fines ou bien les trois légumes ensemble. 

",chine,Facile,1.86
Vinaigrette chinoise,Je vien de la faire pour ce soir avec ma salade verte accompagner de lasagne chèvre Bacon. J'espère que mon repas sera au top ,chine,Facile,0.34
Vinaigrette chinoise,"Très bonne, pour une salade fraîche, d'été. Cette recette est très rafraîchissante !",chine,Facile,0.34
Vinaigrette chinoise,"tre bonne, pour une salade fraiche dete. cet recette et tres rafrechissante",chine,Facile,0.34
Wok de poisson et chou chinois,"Encore meilleur cuit à l'huile de sésame! Quant aux pâtes, prendre des nouilles chinoises, les faire cuire puis les rajouter dans le wok, bien mélangées aux autres ingrédients.",chine,Facile,3.5
Wok de poulet au chou chinois,Un peu fade je le releverai avec  un morceau de gingembre du coriande un peu de niocet une pointe de piment . Plat parfait pour unregime car beaucoup de legumes. Par contre il manque les quantites   de legumes et l on ne retrouve pas tous les ingredients  dans l elaboration  de la recette,chine,Facile,2.55
"Bibimbap (assiette coréenne de riz, légumes et viande marinée)","J'ai testé cette recette et je suis vraiment fan de la cuisine coréenne ! Tous les ingrédients se marient parfaitement ensemble et les saveurs sont explosives en bouche. La préparation demande un peu de temps, mais ça vaut vraiment le coup. Je recommande à tous les amateurs de cuisine asiatique !",coreennes,Intermédiaire,2.6
"Bibimbap (assiette coréenne de riz, légumes et viande marinée)",Cette recette était délicieuse ! J'ai particulièrement apprécié les mélanges de saveurs et de textures. C'était facile à préparer et le résultat était impressionnant. Je vais certainement la refaire. Merci pour cette idée de plat coréen.,coreennes,Intermédiaire,2.6
"Bibimbap (assiette coréenne de riz, légumes et viande marinée)",J'ai adoré cette recette de plat coréen ! Les ingrédients étaient faciles à trouver et le résultat excellent. Je me suis régalé avec cette assiette de riz aux légumes et viande marinée. Je la referai sans hésiter !,coreennes,Intermédiaire,2.6
"Bibimbap (assiette coréenne de riz, légumes et viande marinée)",J'ai essayé cette recette et c'était délicieux ! J'ai particulièrement aimé la marinade de viande. Les légumes frais ajoutent une touche de croquant. Je referai certainement cette assiette de riz coréenne à nouveau.,coreennes,Intermédiaire,2.6
"Bibimbap (assiette coréenne de riz, légumes et viande marinée)","J'ai essayé cette recette hier soir et je dois dire que j'ai été agréablement surprise par le Bibimbap, un plat coréen que je ne connaissais pas du tout. C'était délicieux et plein de saveurs différentes. Les mélanges de légumes et de viandes marinées ont vraiment donné une texture et une saveur intéressantes. Je recommande vivement!",coreennes,Intermédiaire,2.6
"Bibimbap (assiette coréenne de riz, légumes et viande marinée)","Le bibimbap, une explosion de saveurs en bouche ! J'ai adoré composer mon assiette avec tous ces ingrédients frais et colorés. La marinade de viande est un délice et la sauce relevée est juste comme il faut. Une recette facile à réaliser et tellement satisfaisante. Je recommande !",coreennes,Intermédiaire,2.6
Boeuf sauté coréen,"Sauf erreur de ma part, les ""tranches de boeuf"" doivent être très fines, façon lanières, c'est en tout cas comme ça qu'elles sont servies dans les restaurants asiatiques.... Il serait bon de le préciser dans la recette, parce que ""tranches"", ça ne veut pas dire grand chose!",coreennes,Facile,2.52
Boeuf sauté coréen,"Agréablement surprise, c'est divinement délicieux !! accompagner avec du Riz thai facile à la sauce soja maison",coreennes,Facile,2.52
Boeuf sauté coréen,Quel morceau de boeuf faut-il prendre,coreennes,Facile,2.52
Boeuf sauté coréen,C est une très bonne recette,coreennes,Facile,2.52
Colombo de Cabri à l'Indienne,bonjour je ne sais pas qui vous etes mais votre recette sur le colombo de cabri!!!!!!! sachez qu'il vous faut du massalè !!!! un conseil demander avant de publier et induire les gens en erreur!!!je vous autorise à me repondre et je vous dirai comment faire!!! merci,inde,Difficile,4.52
Colombo de Cabri à l'Indienne,"Olivier a raison, pour fréquenter des indiens je peux vous dire que cette recette n'est pas la bonne. Je n'ai pas trouvé les graines à roussir et le massalé. Merci",inde,Difficile,4.52
crêpes indienne à la farine de pois-chiches,"Simple, original, c'est une recette rapide et efficace! merci :)",inde,Facile,0.67
Crevettes à l'indienne,Vous pouvez y ajouter deux bananes pas trop mûres et coupées en rondelles ainsi que des noix de cajou.,inde,Facile,2.75
Curry d'agneau à l'indienne,"J'ai un doute sur la recette. Voici ce qui est écrit : on fait revenir les oignons, l'ail ...  l'agneau dans un filet d'huile, on ajoute les épices et le yaourt et on fait cuire le tout pendant deux heures. A mon avis, le résultat doit être très sec.",inde,Facile,5.75
Curry d'agneau à l'indienne,"En effet je ne tenterais pas ainsi, je mettrai 20 cl de coulis de tomate et un peu d'eau??",inde,Facile,5.75
Curry de poulet indien au yaourt,Au mois d'août 2020 le g de safran en filament coute 34€ !Je m'en passerai !,inde,Facile,2.65
Curry de poulet indien au yaourt,"C'était bon et simple même si je n'avais pas tous les épices (cardamome, cumin, safran). Je confirme que le temps de cuisson peut être raccourci. ",inde,Facile,2.65
Curry de poulet indien au yaourt,"Que 3 étoiles. Erreur du temps de cuisson 1h 30  c'est TROP  en tout 30 mn c'est largement sufissant;  Si non Bonne recette, simple et gouteuse ",inde,Facile,2.65
Curry de poulet indien au yaourt,ou est le safran ?,inde,Facile,2.65
Curry de poulet indien au yaourt,"Très très bon, je vient de la faire et tous le monde s'est régalé.Je l'ai fait avec de la dinde.
Je n'ai pas mis de Cayenne car je n'en avais pas et ai mis un peu plus de quatre épices pour un peu plus de goût et c'était excellent !",inde,Facile,2.65
Curry de poulet indien au yaourt,"Un véritable régal ! Mais il est vrai que 20 minutes de cuisson suffisent pour conserver assez de sauce avec le poulet.Avec un riz basmati, c'est parfait !",inde,Facile,2.65
Curry de poulet indien au yaourt,"Excellente recette, pas compliquée ! le mélange des épices est bien dosé et donne juste ce qu'il faut de ""piquant"". Mais pourquoi cuire le poulet si longtemps ? J'avais pris du filet, plus épais que l'escalope mais, en principe, en 20mn c'est cuit... Peut-être pour la macération des épices...? Quoi qu'il en soit je referai.",inde,Facile,2.65
Dahl de lentilles indien végétarien,"Pourquoi appeler cette recette Dal de lentilles, alors que dal veut dire lentilles ? Allons-nous manger des lentilles de lentilles ?",inde,Facile,0.95
Dahl indien,"Je fais toujours le dahl avec des lentilles corail, comme en Inde. ",inde,Intermédiaire,0.76
Dahl indien,"Voilà un commentaire peu constructif sur la recette en elle-même... 
J'ai essayé la recette avec des lentilles vertes, ce n'est certes pas aussi coloré que sur la photo, mais c'était délicieux, tout simple, et ça a eu beaucoup de succès ! Mon seul tort a été d'utiliser un mélange de graines qui contenait du fenugrec, ça a rajouté un peu d'amertume. 
Très bonne recette en tout cas ! ",inde,Intermédiaire,0.76
Légumes et lentilles façon indienne,40 minutes de cuisson pour des lentilles en boite... précuites !!! Ca me semble long comme temps de cuisson. Non ?! ,inde,Facile,0.86
Lentilles à l'indienne,Est-ce  pareil que  les lentilles  dhall,inde,Facile,0.9
Lentilles à l'indienne,50 g de lentilles et 1 petite pomme de terre pour 4 personnes? Des nains?,inde,Facile,0.9
Naan indien au fromage,L’équipe de CuisineAZ vous informe que vos commentaires ont bien été pris en compte pour améliorer cette recette! Nous espérons qu’elle vous plaira! Se serait très sympa de la commenter quand vous l’aurez testée à nouveau! Merci beaucoup!,inde,Facile,0.52
Naan indien au fromage,J'ai testé et bravo! C'était une belle réussite! J'adore le pain et grâce à cuisineaz j'ai trouvé une succulente recette. Merci!,inde,Facile,0.52
Naan indien au fromage,"Pour cette pèriode du Ramadan, j'ai voulu tester cette recette de naan indien au fromage, et je dois dire que j'ai été conquise!",inde,Facile,0.52
Naan indien au fromage,"Comme je suis végétarienne, j'ai décidé de tester cette recette et je dois dire qu'on ressent bien le goût de la vache qui rit, ce qui me ravis d'avantage!",inde,Facile,0.52
Naan indien au fromage,J'ai accompagné mon plat de poulet épicé et d´une salade verte. Un plat très surprenant!,inde,Facile,0.52
Naan indien au fromage,J'ai testé la recette lors du diner d´anniversaire de mes parents et ils se sont régalés!,inde,Facile,0.52
Naan indien au fromage,Le fait de rajouter un peu de beurre à la fin de la cuisson rend le naan indien encore plus appétissant!,inde,Facile,0.52
Naan indien au fromage,"J'ai remplacé le yaourt nature par du fromage blanc Rians, le naan est toujours aussi exquis! Merci Cuisineaz.",inde,Facile,0.52
Naan indien au fromage,"Pour donner un peu plus de goût à cette préparation, j'ai rajouté un peu de vache qui rit! Délicieux!",inde,Facile,0.52
Naan indien au fromage,"Avec des ingrédients faciles à trouver et disponibles à portée de mains, j'ai pu réaliser cette recette en un clin d'oeil!",inde,Facile,0.52
Naan indien au fromage,Cette recette de naan indien au fromage est très facile à faire et c'est juste croquant en bouche!,inde,Facile,0.52
Naan indien au fromage,Trop bon !!!,inde,Facile,0.52
Naan indien au fromage,"Je cuis toujours dans une poêle chaude, je vais tester la cuisson au four",inde,Facile,0.52
Naan indien au fromage,Vous pouvez préparer la pâte à la main ou dans un robot et vous pouvez cuire vos naans dans un four très chaud ou dans une poêle huilée ou pas. Une variante existe en ajoutant des œufs à la pâte et en remplaçant la Vache qui rit par de la mozzarella...,inde,Facile,0.52
Naans (petits pains indiens) ,"Recette suivie à la lettre.Mais quelle épaisseur pour les disques de pâtes ? Pour ma part environ 5mm.
La pâte n'avait pas beaucoup levée mais elle a un peu levé durant la cuisson.
Au final, des petits pains plus ou moins dorés selon le temps de cuisson, une pâte bien aérée et cuite mais tout cela reste un peu fade au goût.
Plus de sel ou bien des épices ?
",inde,Facile,0.34
Naans (petits pains indiens) ,"Parceque de toutes façons, nos fours occidentaux n'auront jamais assez de puissance et donc ne cuisent pas de la même manière. A essayer dans un four à pain ou à pizza qui s'en rapprocherait.",inde,Facile,0.34
Naans (petits pains indiens) ,"J'ai le même avis et déception que Sophie, le résultat n'est pas très convainquant. Ou c'est carton ou ça ressemble plus à des pancakes. Pourquoi ?Tout de même j'ai l'impression que la levure chimique donne de meilleurs résultats.",inde,Facile,0.34
Naans (petits pains indiens) ,"J'ai été très déçue par cette recette. Je l'ai suivie à la lettre, et me suis retrouvée avec 10 galettes plates et sèches, au goût de pain italien (pas du tout l'apparence, ni le goût des naans traditionnels). Est-ce que quelqu'un aurait un conseil pour l'ameliorer ? Merci !",inde,Facile,0.34
Pain indien chapati,Délicieux !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,inde,Facile,0.32
Pommes de terre à l'Indienne en salade,pommes de terres a l indiennes c est espagnole cela mdr bientot ont aura de l andouille de vire du pays basque mdr ,inde,Facile,0.91
Pommes de terre à l'Indienne en salade,originale - sort de la classique salade de pommes de terre,inde,Facile,0.91
Pommes de terre à l'Indienne en salade,Tout simplement  excellent je l ai faite pour ma pendaison de crémaillère et le saladier entier est parti en quelques secondes ...,inde,Facile,0.91
Pommes de terre à l'Indienne en salade,Oui pas besoin de vin blanc j'ai essayé et ç´est très bon ,inde,Facile,0.91
Pommes de terre à l'Indienne en salade,Peut-on échanger le vin blanc ? Merci de me répondre.,inde,Facile,0.91
Poulet à l'indienne,"Très bonne recette ! Un complément : avant la cuisson d'1 heure, j'y ajoute un verre de fond de volaille : la sauce à base de yaourts n'apportant pas la quantité d'eau nécessaire à une cuisson longue.",inde,Facile,2.98
Poulet à l'indienne,Relativement simple à faire et très bon !,inde,Facile,2.98
Poulet à l'indienne,"Un peu trop difficile, mais ça vaut le coup !",inde,Facile,2.98
Poulet à l'indienne,C'est facile à faire. Les enfants ont aimé.,inde,Facile,2.98
Poulet à l'indienne,"Je l'ai essayé, c'est vraiment très bon, je le conseille à toutes et à tous.",inde,Facile,2.98
Poulet à l'indienne,C'est sur que ça à l'air très bon !,inde,Facile,2.98
Poulet à l'indienne,Il est délicieux !,inde,Facile,2.98
Poulet à l'indienne,"Ca a l'air délicieux ! Je vais la faire dimanche, je vous dirai si nos amis ont aimé !!! ",inde,Facile,2.98
Poulet à l'indienne,"J'ai fait cette recette, elle est délicieuse ! La sauce avec les yaourts, c'est un régal !",inde,Facile,2.98
Poulet à l'indienne,Ca a l'air pas mal.,inde,Facile,2.98
Poulet à l'indienne,"Je n'aime pas le sucré/salé, comment faire mon riz pour sortir de l'ordinaire ?(riz dans eau bouillante, oignon, clou de girofle, sel...) Merci de m'aider! A trés bientôt !",inde,Facile,2.98
Poulet à l'indienne,Vous trouverez de la cardamome dans toutes les épiceries chinoises ou indiennes.,inde,Facile,2.98
Poulet à l'indienne,Avec quoi l'accompagner ? Mon ami n'aime pas trop le mélange sucré-salé ! Et je ne sais pas où trouver de la cardamome. J'ai besoin de votre aide !,inde,Facile,2.98
Poulet à l'indienne,"Je l'ai essayée, c'est très bon !!!",inde,Facile,2.98
Poulet à l'indienne,"Des morceaux de fruits frais, bananes, pêches et ananas revenus au beurre accompagnent un riz basmati en accompagnement du poulet, c'est délicieux !",inde,Facile,2.98
Poulet à l'indienne,"J'ajoute des raisins de smyrrhe pour la cuisson et je le sers avec de la poudre de noix de coco dans une coupelle, de la banane coupée en rondelles, des kiwis, des mangues et c'est encore plus exotique.",inde,Facile,2.98
Poulet à l'indienne,Pourquoi faire des recettes avec toujours des cuisses de poulet ? Avec le blanc c'est bon aussi.,inde,Facile,2.98
Poulet à l'indienne,"Très bonne recette ! Comme vous dites, cela change du commun !",inde,Facile,2.98
Poulet à l'indienne,Très facile et un goût formidable !,inde,Facile,2.98
Poulet à l'indienne,Je pense que ça doit être extra. Ca ressemble au poulet tandori à cause des yaourts.,inde,Facile,2.98
Poulet à l'indienne facile et rapide,"Si l'on souhaite réaliser cette recette avec des blancs de poulet, de combien faut il réduire les temps de cuisson svp? Merci",inde,Facile,2.86
Poulet à l'indienne facile et rapide,super bon j'ai accompagné la viande avec pâtes et ratatouille un régal !,inde,Facile,2.86
Poulet korma,"Très bonne recette ! Elle a remporté un grand succès. Pour les personnes qui n'aiment pas trop pimenté, il ne faudrait mettre qu'un demi piment vert frais.",inde,Facile,2.85
Poulet tandoori et riz aux épices,c'est quoi une pâte tandori? j'adore le poulet ainsi que la cuisine indienne.... Merci pour ce partage,inde,Facile,2.76
Poulet tandoori et riz aux épices,Recette succulente et facile à réaliser qui nous fait voyager au coeur de l'Inde!!,inde,Facile,2.76
Poulet tandoori et riz aux épices,C'était bon.,inde,Facile,2.76
