"nom","niveau","comment","pays","comment_en"
"Cookie moelleux aux pépites de chocolat","Facile","
        Super recette et les cookies ?? sont extras
    ","etats-unis","Great recipe and the cookies?? are extra"
"Cookie moelleux aux pépites de chocolat","Facile","
        Recette très simple et gourmande,mes fils et mon mari adorent
(Pour la levure c est des grammes et non des Sachets)
    ","etats-unis","Very simple and delicious recipe, my sons and my husband love it (For yeast it is grams and not sachets)"
"Cookie moelleux aux pépites de chocolat","Facile","
        Mais pour la levure ce n est pas en nombre de sachet mais en grammes moi je l ai compris comme ça 
    ","etats-unis","But for yeast it is not in number of sachets but in grams, I understood it like that"
"Cookie moelleux aux pépites de chocolat","Facile","
        Non mais les gens..... Vous voyez bien qu'il y a un problème dans le calculateur du site... Il démarre à 0.5 sachet pour 6 personnes et des qu'on change le nombre le chiffre devient absurde... Prenez comme base 1/2 sachet pour 6 personnes et adaptez... Un peu de réflexion ! 
    ","etats-unis","No but people..... You can see that there is a problem in the site's calculator... It starts at 0.5 sachets for 6 people and as soon as we change the number the figure becomes absurd... Take 1/2 sachet for 6 people as a basis and adapt... A little thought!"
"Cookie moelleux aux pépites de chocolat","Facile","
        Les commentaires positifs ne peuvent pas concerner cette recette. C'est impossible. Je l'ai suivie à la lettre. Les cookies sont moelleux 2 secondes à la sortie du four. Après c'est du béton. Niveau goût ? C'est écoeurant. Normal avec autant de sachet de levure qui laissent un arrière goût de piquant. Bilan : gaspillage de temps, de levure, de pépites, de tout... Cette recette est une arnaque ??.
    ","etats-unis","Positive comments cannot relate to this recipe. It's impossible. I followed it to the letter. The cookies are soft 2 seconds out of the oven. Afterwards it's concrete. Taste level? It's disgusting. Normal with so many sachets of yeast which leave a spicy aftertaste. Bottom line: waste of time, yeast, sprinkles, everything... This recipe is a scam??."
"Cookie moelleux aux pépites de chocolat","Facile","
        ATTENTION - GRANDE ERREUR SUR LA RECETTE.. LA LEVURE EST TRES MAL DOSEE.. 5 sachets pour 6 personnes?! Beurk :( 5g? Une correction est à faire!
Merci :)
    ","etats-unis","WARNING - BIG ERROR IN THE RECIPE.. THE YEAST IS VERY POORLY DOSED.. 5 sachets for 6 people?! Yuck :( 5g? A correction needs to be made! THANKS :)"
"Cookie moelleux aux pépites de chocolat","Facile","
        Je suis fait avoir effectivement..
    ","etats-unis","I was actually fooled..."
"Cookie moelleux aux pépites de chocolat","Facile","
        Recette pour 6 cookies. Doublez voir triplez les propositions pour 6 personnes
    ","etats-unis","Recipe for 6 cookies. Double or triple the options for 6 people"
"Cookie moelleux aux pépites de chocolat","Facile","
        J’ADORE!!! toute ma famille a adoré ,super recette !!
    ","etats-unis","I ADORE!!! my whole family loved it, great recipe!!"
"Cookie moelleux aux pépites de chocolat","Facile","
        Excellente recette. Mes petites filles ont adoré. Je les referai
    ","etats-unis","Excellent recipe. My little girls loved it. I will do them again"
"Cookie moelleux aux pépites de chocolat","Facile","
        11cookies pr 6persn... sinon parfait 
    ","etats-unis","11cookies for 6 people...otherwise perfect"
"Cookie moelleux aux pépites de chocolat","Facile","
        Recette facile et rapide pour réaliser de très bon cookies. Parfait 
    ","etats-unis","Easy and quick recipe to make very good cookies. Perfect"
"Cookie moelleux aux pépites de chocolat","Facile","
        Excellent ! Il faut bien surveiller la cuisson sinon ils sont durs mais les enfants ont adorés. 
    ","etats-unis","Excellent ! You have to watch the cooking carefully otherwise they are tough but the children loved it."
"Cookie moelleux aux pépites de chocolat","Facile","
        Recette parfaite et réalisée avec du beurre végétal (allergie au lait). Mon fils a adoré. Merci pour la recette.
    ","etats-unis","Perfect recipe made with vegetable butter (milk allergy). My son loved it. Thanks for the recipe."
"Cookie moelleux aux pépites de chocolat","Facile","
        Super recette , elle marche avec n'importe quelle chocolat, un délice qui reste moelleux a l'interieur !!!!
    ","etats-unis","Great recipe, it works with any chocolate, a delight that remains soft inside!!!!"
"Cookie moelleux aux pépites de chocolat","Facile","
        sincèrement j'ai fait cette recette et je suis satisfaite rien a dire c'était bon. les enfants ont beaucoup aimé 
    ","etats-unis","Honestly I made this recipe and I am satisfied, nothing to say, it was good. the children really liked it"
"Cookie moelleux aux pépites de chocolat","Facile","
        J'ai ajouté 1 oeuf de plus, moins de sucre (40g) et tout le monde s'est régalé.
    ","etats-unis","I added 1 more egg, less sugar (40g) and everyone enjoyed it."
"Cookie moelleux aux pépites de chocolat","Facile","
        Recette parfaite. Peut être adapter avec des pépites choco-caramel (diminuer la dose de sucre à 25g sinon ce sera trop sucré), ou avec du chocolat au lait (idem). 


    ","etats-unis","Perfect recipe. Can be adapted with chocolate-caramel chips (reduce the sugar dose to 25g otherwise it will be too sweet), or with milk chocolate (ditto)."
"Cookie moelleux aux pépites de chocolat","Facile","
        J'ai suivi la recette à la lettre... Et les Cookies sont parfaits... Ils n'ont d'ailleurs pas fait long feu... Recette approuvée à l'unanimité par les 2 enfants, papa et bien sûr maman
    ","etats-unis","I followed the recipe to the letter... And the Cookies are perfect... They didn't last long... Recipe unanimously approved by the 2 children, dad and of course mom"
"Cookie moelleux aux pépites de chocolat","Facile","
        Recette nulle ! Cookies durs et sans saveurs ! J’ai pourtant bien suivi la recette ! 
    ","etats-unis","Zero recipe! Hard, flavorless cookies! I followed the recipe well!"
"Cookies au chocolat blanc","Facile","
        Beaucoup trop de pub sur ce site c'est vraiment dommage ! 
Pour ce qui est des cookies, personnellement je n'ai pas mit de coco car je n'aime pas. Je n'ai rien ajouté pour remplacer. 
En plus des pépites de chocolats blancs j'ai mis de la nougatine. 
J'ai également mit que 80g de beurre au lieu de 100g ainsi que du sucre blanc au lieu de la cassonade,  et c'est parfait !!
Je conseille de faire des boulles pas trop épaisses car ils gonflent en hauteur et en largeur ils bougent pas. 
Avec cette recette j'ai pu faire 20 cookies ! 
Je conseille 15min à 180° avec chaleur tournante, ils sont croustillants et moelleux à l'intérieur. Juste parfait !!!

Meilleure recette, je la garde, je recommande vraiment !!!

miaaam :)
    ","etats-unis","Too much advertising on this site, it’s a real shame! As for the cookies, personally I didn't use coconut because I don't like them. I didn't add anything to replace it. In addition to the white chocolate chips I added nougatine. I also only used 80g of butter instead of 100g as well as white sugar instead of brown sugar, and it's perfect!! I advise making balls that are not too thick because they swell in height and in width they do not move. With this recipe I was able to make 20 cookies! I recommend 15 minutes at 180° with rotating heat, they are crispy and soft inside. Just perfect !!!  Best recipe, I'll keep it, I really recommend!!!  miaaam :)"
"Cookies au chocolat blanc","Facile","
        Recette très compliquée à mettre en œuvre.La pâte colle aux doigts ce qui rend impossible malgré 45 minutes de réfrigérateur , la confection des cookies....

    ","etats-unis","Very complicated recipe to implement. The dough sticks to your fingers which makes it impossible, despite 45 minutes in the refrigerator, to make the cookies...."
"Cookies au chocolat blanc","Facile","
        Ils sont bien bons !

J'ai ajouté un peu de muesli pour le croustillant.
Effectivement, ils ne sont pas affaissés à la cuisson.

J'ai enlevé 1 sucre vanillé et ajouté quelques goutes d'extrait de vanille.

Si je le refais, je mettrai moins de cassonade.
    ","etats-unis","They are very good!  I added a little muesli for crunch. In fact, they do not collapse when cooked.  I removed 1 vanilla sugar and added a few drops of vanilla extract.  If I make it again, I will add less brown sugar."
"Cookies au chocolat blanc","Facile","
        15 minutes de cuisson pour les cookies et j'ai pu en faire 18 ! Ils ont l'air vraiment super bon, il reste plus qu'à les goûter !
    ","etats-unis","15 minutes of baking for the cookies and I was able to make 18! They look really good, all that's left to do is try them!"
"Cookies au chocolat blanc","Facile","
        Je vais essayer avec des spéculos émiettés mais moins de chocolat blanc alors !!!
    ","etats-unis","I'm going to try with crumbled speculoos but less white chocolate then!!!"
"Cookies au chocolat blanc","Facile","
        bonne recette, j'ai mis de la poudre d'amande à la place de la coco et ajouté une CAS de lait.
La prochaine fois j'y ajouterais des cranberries, le duo sera top!
    ","etats-unis","good recipe, I put almond powder instead of coconut and added a CAS of milk. Next time I will add cranberries, the duo will be great!"
"Cookies au chocolat blanc","Facile","
        Magnifique ! J'ai remplacé la noix de coco par 40g d'amandes concassées car un des mangeurs n'aime pas la noix de coco. C'est un délice.
    ","etats-unis","Gorgeous ! I replaced the coconut with 40g of crushed almonds because one of the eaters doesn't like coconut. It's a delight."
"Cookies au chocolat blanc","Facile","
        Excellent, je me régale!
    ","etats-unis","Excellent, I'm enjoying it!"
"Cookies au chocolat blanc","Facile","
        Pour moi il n'y a pas assez de garniture/chocolat. Avec la moitié des quantités, j'ai pu faire 10 gros cookies.
    ","etats-unis","For me there is not enough filling/chocolate. With half the quantity, I was able to make 10 large cookies."
"Cookies au chocolat blanc","Facile","
        merci pour cette recette qui est vraiment excellente et tout le monde se régale.. je me suis servie d'une cuillère à soupe trempée dans de l'eau froide pour les aplatir et leur donner la forme d'un cookie..
    ","etats-unis","thank you for this recipe which is really excellent and everyone enjoys it.. I used a tablespoon dipped in cold water to flatten them and give them the shape of a cookie.."
"Cookies au chocolat blanc","Facile","
        merci pour l'astuce :)
    ","etats-unis","thanks for the tip :)"
"Cookies au chocolat blanc","Facile","
        la recette est bonne , mais effectivement les boules ne s'affaisent pas et ils sont trop moelleux a mon gout.
    ","etats-unis","the recipe is good, but actually the balls don't collapse and they are too soft for my taste."
"Cookies au chocolat blanc","Facile","
        Rien à redire sur cette recette, un vrai régal. 
Vous pouvez remplacer la noix e coco par de la poudre d'amande, de noisette ou tout autre suivant les goûts.
    ","etats-unis","Nothing to say about this recipe, a real treat. You can replace the coconut with almond powder, hazelnut powder or any other depending on taste."
"Cookies au chocolat blanc","Facile","
        Peut-on remplacer la cassonade par autre chose? Car pas fan de cassonade.. 
    ","etats-unis","Can you replace the brown sugar with something else? Because not a fan of brown sugar.."
"Cookies au chocolat blanc","Facile","
        Hélas non, c'est le propre de la recette de cookies; toujours de la cassonade, jamais de sucre blanc sinon beaucoup beaucoup trop sucré! et pas le même gout
    ","etats-unis","Alas no, that’s what the cookie recipe is all about; always brown sugar, never white sugar otherwise much too sweet! and not the same taste"
"Cookies au chocolat blanc","Facile","
        Je ne suis pas tout à fait d'accord. On peut très bien utiliser du sucre blanc; il suffit d'en mettre un tout petit peu moins, c'est tout !
    ","etats-unis","I do not really agree. You can very well use white sugar; you just need to use a little less, that’s all!"
"Cookies au chocolat blanc","Facile","
        C'est vraiment très très bon rien à dire !!!
    ","etats-unis","It's really very very good, nothing to say!!!"
"Cookies au chocolat noir","Facile","
        Délicieux !!!!!!!
    ","etats-unis","Delicious !!!!!!!"
"Cookies au chocolat noir","Facile","
        Bonjour,
Amatrice de chocolat noir’, je viens de cuisiner cette recette à la lettre. Déjà à la base 200 g de chocolat noir pour le nombre de cookies me paraissait élevé. Ensuite, à la sortie du four, j’ai laissé refroidir les cookies mais durs durs... et j’en fait régulièrement.  Je pense qu’il y a trop de chocolat. 
    ","etats-unis","Good morning, As a dark chocolate lover, I have just cooked this recipe to the letter. Already at the base 200 g of dark chocolate for the number of cookies seemed high to me. Then, when they came out of the oven, I let the cookies cool but hard... and I make them regularly. I think there is too much chocolate."
"Cookies au chocolat noir","Facile","
        Vos avis de gourmands et de passionnés de cuisine sont indispensables pour que nos recettes plaisent! Merci pour tous ces commentaires qui ont permis à l’équipe de CuisineAZ de les améliorer!
    ","etats-unis","Your opinions from gourmets and cooking enthusiasts are essential for our recipes to please people! Thank you for all these comments which allowed the CuisineAZ team to improve them!"
"Cookies au chocolat noir","Facile","
        Ahh les cookies comment y résister
    ","etats-unis","Ahh cookies how to resist them"
"Cookies au chocolat noir","Facile","
        Une recette pour les amoureux du chocolat ! Nous avons plus qu'adoré ! Evidemment, on a rajouté des noix :) 
    ","etats-unis","A recipe for chocolate lovers! We more than loved it! Obviously, we added nuts :)"
"Cookies au chocolat noir","Facile","
        crunchy et ultra gourmand
    ","etats-unis","crunchy and ultra delicious"
"Cookies au chocolat noir","Facile","
        Délicieux avec un petit café
    ","etats-unis","Delicious with a little coffee"
"Cookies au chocolat noir","Facile","
        Un vrai régal , ils sont partis ... ben comme des cookies trop bons. 
J'ai suivi la recette mais  J'avais trop de sucre du coup j'ai juste le chocolat blanc à la fin ,j'ai zappé celui qu'on mélange à la pâte. 
    ","etats-unis","A real treat, they left...well like really good cookies. I followed the recipe but I had too much sugar so I just had the white chocolate at the end, I skipped the one that was mixed into the dough."
"Cookies au chocolat noir","Facile","
        En tout il y a combien de cookies ?
    ","etats-unis","How many cookies are there in total?"
"Cookies au chocolat noir","Facile","
        tres bonne recette enfin!!
    ","etats-unis","finally very good recipe!!"
"Cookies au chocolat noir","Facile","
        Très bonne recette de cookies idéale pour le goûter la prochaine fois je mettrais moins de sucre car ils sont un peu trop sucrés.
    ","etats-unis","Very good recipe for cookies ideal for snacking next time I will add less sugar because they are a little too sweet."
"Cookies au chocolat noir","Facile","
        Essayés, je suis convaincue, et j'arrête de cherche une recette parfaite ! 
    ","etats-unis","Tried it, I'm convinced, and I'll stop looking for a perfect recipe!"
"Cookies au chocolat noir","Facile","
        Vraiment ils sont délicieux.Très bonne recette
    ","etats-unis","Really they are delicious. Very good recipe"
"Cookies au chocolat noir","Facile","
        seulement ajouter de la farine !!!
    ","etats-unis","just add flour!!!"
"Cookies au chocolat noir","Facile","
        Très bonne recette, très bon cookies, réussi du premier coup! :)
Par contre, il faut plus compter 20 minutes de préparation pour une première fois.
    ","etats-unis","Very good recipe, very good cookies, successful on the first try! :) On the other hand, it takes more than 20 minutes of preparation for the first time."
"Cookies au chocolat noir","Facile","
        Délicieux, j'ai rajouté quelques noix noisettes et raisins en diminuant le chocolat
    ","etats-unis","Delicious, I added some nuts, hazelnuts and raisins while reducing the chocolate"
"Cookies au chocolat noir","Facile","
        Excellent cookies, jamais manqués et ils font toujours super impression ! J'ai rarement l'occasion d'en manger tellement on me les pique vite !
C'est en effet assez gourmant, autant ne pas réfléchir aux calories, ou alors diminuer la quantité de beurre.
    ","etats-unis","Excellent cookies, never missed and they always make a great impression! I rarely have the opportunity to eat them because they are so quickly stolen from me! It is indeed quite greedy, you might as well not think about the calories, or reduce the quantity of butter."
"Cookies au chocolat noir","Facile","
        Cookies très bons mais malheureusement les pépites de chocolat blanc ont un peu bruni, le four devait être trop chaud. Et le résultat donne des cookies petits qui n'ont pas pris la belle forme étalée de la photo, peu-être un problème de levure...
    ","etats-unis","Very good cookies but unfortunately the white chocolate chips browned a little, the oven must have been too hot. And the result is small cookies which have not taken the beautiful spread shape of the photo, perhaps a yeast problem..."
"Cookies au chocolat noir","Facile","
        Super recette, simple et facile à réaliser. Cependant je pense que la prochaine fois je mettrai un peu moins de beurre....Sinon rien à redire !
    ","etats-unis","Great recipe, simple and easy to make. However, I think that next time I will use a little less butter....Otherwise, nothing to complain about!"
"Cookies au chocolat noir","Facile","
        tro top
    ","etats-unis","too great"
"Cookies croquants ","Facile","
        J'adore cette recette et je re ferait la recette. Malheureusement TROP sucré. Je réduirez donc les doses la prochaine fois. Moi je n'ai mis que 40g de sucre en poudre et 90g de cassonade, et même comme ça je les trouve trop sucré, après je n'ai goûter que la pâte. J'attend encore de goûter les cookies.
    ","etats-unis","I love this recipe and I would make the recipe again. Unfortunately TOO sweet. So I will reduce the doses next time. I only used 40g of powdered sugar and 90g of brown sugar, and even then I found them too sweet, afterward I only tasted the dough. I'm still waiting to taste the cookies."
"Cookies croquants ","Facile","
        J'adore cette recette et je re ferait la recette. Malheureusement TROP sucré. Je réduirez donc les doses la prochaine fois. Moi je n'ai mis que 40g de sucre en poudre et 90g de cassonade, et même comme ça je les trouve trop sucré, après je n'ai goûter que la pâte. J'attend encore de goûter les cookies.
    ","etats-unis","I love this recipe and I would make the recipe again. Unfortunately TOO sweet. So I will reduce the doses next time. I only used 40g of powdered sugar and 90g of brown sugar, and even then I found them too sweet, afterward I only tasted the dough. I'm still waiting to taste the cookies."
"Cookies croquants ","Facile","
        Cookies très bons! Malheureusement ils ne sont pas assez sucré ??
    ","etats-unis","Very good cookies! Unfortunately they are not sweet enough??"
"Cookies croquants ","Facile","
        beaucoup trop de sucre et de beurre !!! je vous conseil de diminuer les doses. 


    ","etats-unis","way too much sugar and butter!!! I advise you to reduce the doses."
"Cookies croquants ","Facile","
        Super recette! C'est la première fois où je trouve une recette où les cookies sont réellement croquants. C'est comme ça qu'on les aime à la maison, merci!
Effectivement, j'ai ajouté 5min de cuisson, mais c'est bien suffisant pour qu'ils croquent! Ils faut bien les laisser refroidir pour avoir le croquant! 
    ","etats-unis","Great recipe! This is the first time I've found a recipe where the cookies are really crunchy. That's how we like them at home, thank you! Indeed, I added 5 minutes of cooking, but it’s enough for them to crunch! You have to let them cool to get the crunch!"
"Cookies croquants ","Facile","
        Bonjour ! Je voulais absolument faire ces cookies (que j'ai testé il a déjà pas mal de temps) mais je n'ai plus de levure chimique ..! Est ce que je prends le risque de ne pas en mettre ou bien il faut mieux que j'attende d'en avoir ?
Merci d'avance !
    ","etats-unis","Good morning ! I really wanted to make these cookies (which I tested quite a while ago) but I'm out of baking powder..! Do I take the risk of not putting some on or should I wait until I have some? Thanks in advance !"
"Cookies croquants ","Facile","
        Je suis à 20 min de cuissons les cookies ne sont pas cuit et il n'ont toujours pas levée...
Et pour le beurre un conseil fait le fondressage un peu si vous le sortir juste avanter de faire la pâte sinon le beurre ne seras pas mou et se seras galère. Sinon à part sa la pâte à l'air d'être bien et sa à l'air d'être bon ...
    ","etats-unis","I'm 20 minutes into baking, the cookies are not cooked and they still haven't risen... And for the butter, we recommend melting it a little if you take it out just before making the dough, otherwise the butter will not be soft and it will be difficult. Otherwise, apart from that, the dough seems to be good and it seems to be good..."
"Cookies croquants ","Facile","
        Délicieux ! Très très bon ! J'ai mis le double de chocolat pour des cookies encore plus gourmand... 
J'ai également mis 1/4 de chocolat blanc.
Très bon en tout cas je conseil 
    ","etats-unis","Delicious ! Very very good ! I added double the chocolate for even more delicious cookies... I also added 1/4 white chocolate. Very good in any case I advise"
"Cookies croquants ","Facile","
        Super bon, peut être une cuisson un peu plus longue (5 à 7 min en plus). Sinon, un vrai délice! 
    ","etats-unis","Super good, maybe cooking a little longer (5 to 7 min more). Otherwise, a real delight!"
"Cookies croquants ","Facile","
        Délicieux j'ai rajouté plus de chocolat et 10min de cuisson (mini four) ressemble aux cookies de boulangerie  
    ","etats-unis","Delicious I added more chocolate and 10 minutes of cooking (mini oven) looks like bakery cookies"
"Cookies croquants ","Facile","
        Magnifique !! C'était délicieux 
    ","etats-unis","Gorgeous !! That was delicious"
"Cookies croquants ","Facile","
        Un délice *_* j'adoreeee.
    ","etats-unis","A delight *_* I love it."
"Cookies croquants ","Facile","
        Excellent recette rapide et bon !
    ","etats-unis","Excellent quick and delicious recipe!"
"Cookies croquants ","Facile","
        Je vien de réaliser cette recette c'est un délice trop trop bon parcôntre pour que sa sois bien croquante 30min a 150
    ","etats-unis","I have just made this recipe, it is so delicious that it is very crunchy for 30 minutes at 150"
"Cookies croquants ","Facile","
        Trop bon et facile mais j ai mis 10 min à 210.
    ","etats-unis","Too good and easy but it took me 10 minutes at 210."
"Cookies croquants ","Facile","
        Extra ! croquants comme je les aime ! merci pour la recette. J'ai mis moins de sucre, plus de chocolat et rajouté des noisettes concassées. 
    ","etats-unis","Extraordinary! crunchy just the way I like them! Thanks for the recipe. I added less sugar, more chocolate and added crushed hazelnuts."
"Cookies croquants ","Facile","
        Très bonne recette, juste à mon goût trop sucrée. J'ai refait la recette avec moins de sucre et plus de chocolat, j'ai trouvé meilleur, mais chacun ces goût ;-)
    ","etats-unis","Very good recipe, just too sweet for my taste. I redid the recipe with less sugar and more chocolate, I found it better, but everyone has their own taste ;-)"
"Cookies croquants ","Facile","
        Excellent !
    ","etats-unis","Excellent !"
"Cookies croquants ","Facile","
        Excellent ! Sans commentaire. Je peux vraiment compter sur la cuisine AàZ. Merci encore pour cette recette.
    ","etats-unis","Excellent ! No comment. I can really count on AtoZ cooking. Thanks again for this recipe."
"Cookies croquants ","Facile","
        Très bonne recette, mais il faut mettre un peu plus de farine et de levure chimique, sinon les cookies s'étalent dans le four. 
J'ai aussi rajouté de la poudre de chocolat. Délicieux !
    ","etats-unis","Very good recipe, but you have to add a little more flour and baking powder, otherwise the cookies will spread in the oven. I also added chocolate powder. Delicious !"
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        1e tentative et des cookies excellent (il faut aimer les cookies sucrés), très simple et meilleur qu'à subway !
    ","etats-unis","1st attempt and excellent cookies (you have to like sweet cookies), very simple and better than at subway!"
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        Cookie très bon mais il y a trop de matière grasse et trop de sucre. 
    ","etats-unis","Very good cookie but there is too much fat and too much sugar."
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        Ma première tentative a été une réussite. Formidable même si c'était trop sucré. Je nai eu que des compliments.  Une tuerie ces cookies. Cependant toutes mes autres tentatives ont échouées, cela fait comme du gâteau. Mes cookies ne s'applatissent plus. Je ne sais plus quoi faire ? Ai je mis trop de levure ou trop de bicarbonate ou trop de sel ? Surtout que je n'aime pas le gaspillage et que je suis obligée de tous les manger. 
    ","etats-unis","My first attempt was a success. Terrific even if it was too sweet. I have only had compliments. These cookies are killer. However all my other attempts have failed, it feels like a piece of cake. My cookies no longer flatten. I do not know what to do ? Did I add too much yeast or too much baking soda or too much salt? Especially since I don't like waste and I have to eat them all."
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        C’est trop trop trop trop bons 
    ","etats-unis","It's too much too too good"
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        J'ai oublié de préciser que 120 gr de sucre suffisent 
    ","etats-unis","I forgot to specify that 120g of sugar is enough"
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        Il faut remplacer la vanille liquide par de la vanille en poudre, ne pas mettre du tout de sel (il n'apporte rien à la recette) et un oeuf moyen. Si non bonne recette 
    ","etats-unis","You must replace the liquid vanilla with powdered vanilla, do not add salt at all (it adds nothing to the recipe) and a medium egg. Otherwise good recipe"
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        Bonjour, une fois mis les cookies au four, ils perdent bcp de liquide, comment cela ce fait  
merci 
    ","etats-unis","Hello, once the cookies are put in the oven, they lose a lot of liquid, how does this happen? THANKS"
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        Parceque ton four marche pas 
    ","etats-unis","Because your oven doesn't work"
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        Bonne recette par contre les cookies sont un peu trop sucrés. Un conseil : mettez vraiment juste une pincée de fleur et de sel moins d'1/2 cuillère. Je ressens beaucoup trop le sel. Mais sinon pas mal du tout. 
    ","etats-unis","Good recipe however the cookies are a little too sweet. A tip: really just add a pinch of flower and less than 1/2 spoon of salt. I feel the salt too much. But otherwise not bad at all."
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        Non c’est trop bon le sel tu mens 
    ","etats-unis","No, salt is too good, you're lying"
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        Les cookies sont niquel et très bon par contre réduire un peu les doses de sucres car un peu trop sucrée. 
    ","etats-unis","The cookies are niquel and very good, however reduce the doses of sugar a little because they are a little too sweet."
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        Je les ai fait deux fois! La première fois en suivant la recette et la deuxieme fois en remplaçant par un fourrage nutella! C'était top à chaque fois! Il faut juste bien suivre les étapes, bien laisse refroidir pour que ça durcisse et ça fait des cookies parfaits, croustillant à l'extérieur et moelleux à l'intérieur!
    ","etats-unis","I made them twice! The first time following the recipe and the second time replacing with Nutella filling! It was great every time! You just have to follow the steps carefully, let it cool so that it hardens and it makes perfect cookies, crispy on the outside and soft on the inside!"
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        Nous avons suivi la recette à la lette et vraiment pas bon ( trop sucré vraiment trop ) les cookies n’ont pas cuits du tout je déconseille fortement c’est du gâchis j’ai dû les jetés.
    ","etats-unis","We followed the recipe to the letter and really not good (too sweet, really too much) the cookies were not cooked at all I strongly advise against it, it was a waste I had to throw them away."
"Cookies crousti-moelleux façon Subway® aux noix de macadamia et chocolat blanc","Facile","
        Tg 
    ","etats-unis","Tg"
"Cookies faciles","Facile","
        Temps de cuisson...
    ","etats-unis","Cooking time..."
"Cookies faciles","Facile","
        Excellente recette :)
Je mettrai juste un peu moins de sucre la Prochaine fois pour que ce soit parfait ^^ 
    ","etats-unis","Excellent recipe :) I'll just add a little less sugar next time so it's perfect ^^"
"Cookies faciles","Facile","
        Je ne sais pas si c’est une erreur de votre part c’est noté  6 sachets de levure c’est donc ce que j’ai mis mais c’est immangeable trop salé ça pique la bouche est-ce normal??? 
    ","etats-unis","I don't know if it's an error on your part it says 6 sachets of yeast so that's what I put but it's inedible too salty it stings the mouth is that normal???"
"Cookies faciles","Facile","
        C'est un bug, pour 4 personnes il faut 0,5 sachet. Je pense que pour 6 personnes il faut 0,6 sachet de levure
    ","etats-unis","It's a bug, for 4 people you need 0.5 sachets. I think for 6 people you need 0.6 sachets of yeast"
"Cookies faciles","Facile","
        Mon fils a fait la recette ce jour pour me faire plaisir pendant mon absence. C est une catastrophe... votre recette indique 8, sachets pour 6 personnes de levure  chimique... autant vous dire qu ils sont dégueulasses. Ça laisse un picotement en fin de bouche. Et ingérer de la levure chimique en surdose est très mauvais pour la santé. Mes enfants et moi même en avons mangé ! Avant de poster des recettes, vérifiez vos données... j espère que tout se passera bien dans les jours à venir au niveau de notre santé... screenshot pris en photo pour preuve. 
    ","etats-unis","My son made the recipe today to please me while I was away. It's a disaster... your recipe indicates 8, sachets for 6 people of baking powder... I might as well tell you that they are disgusting. It leaves a tingle at the end of the mouth. And ingesting baking powder in overdose is very bad for your health. My children and I ate it! Before posting recipes, check your data... I hope that everything goes well in the days to come in terms of our health... screenshot taken as proof."
"Cookies faciles","Facile","
        Nous venons de vivre la même expérience que vous c’était immangeable nous avons pris que 2 bouchées ça été pour votre vous et
Vos enfants après ? 
    ","etats-unis","We just had the same experience as you it was inedible we only took 2 bites it was for you and Your children afterwards?"
"Cookies faciles","Facile","
        C'est un bug, pour 4 personnes il faut 0,5 sachet. Je pense que pour 6 personnes il faut 0,8 sachet de levure. Cela me parait plus correct. Bonne degustation.
    ","etats-unis","It's a bug, for 4 people you need 0.5 sachets. I think that for 6 people you need 0.8 sachets of yeast. This seems more correct to me. Good tasting."
"Cookies faciles","Facile","
        C'est un bug, pour 4 personnes il faut 0,5 sachet. Je pense que pour 6 personnes il faut 0,8 sachet de levure
    ","etats-unis","It's a bug, for 4 people you need 0.5 sachets. I think for 6 people you need 0.8 sachets of yeast"
"Cookies faciles","Facile","
        9 sachets de levure pour 7 personnes, j'ai suivi la recette en me disant, ils savent ce qu'ils font même si ça me parait beaucoup... et bien résultats, j'en ai mangé 2 et je suis malade de chez malade! J'ai tout jeté à la poubelle pour pas que mes enfants en prennent dans mon dos! Du temps, de la nourriture perdue et je me sens plus que mal!... je ne conseille pas
    ","etats-unis","9 sachets of yeast for 7 people, I followed the recipe saying to myself, they know what they are doing even if it seems a lot to me... well results, I ate 2 and I am sick of home sick! I threw everything in the trash so my children wouldn't take it behind my back! Time, wasted food and I feel more than bad!... I don't recommend"
"Cookies faciles","Facile","
        C'est 0,9 sachet Donc 1 sachet entier quoi
Désolée pour vous
    ","etats-unis","It's 0.9 sachet So 1 whole sachet what Sorry for you"
